GEOID_MSA,Name,Econ_Domain,Social_Domain,Env_Domain,Sustain_Index
310M300US40060,"Richmond, VA Metro Area",0.546621345,0.57768867,0.445770618,1.570080633
310M300US40080,"Richmond-Berea, KY Micro Area",0.428952762,0.548415984,0.392185998,1.369554745
310M300US40100,"Rio Grande City, TX Micro Area",0.143810623,0.513732261,0.40287626,1.060419145
310M300US40140,"Riverside-San Bernardino-Ontario, CA Metro Area",0.460268059,0.561617792,0.565155018,1.587040868
310M300US40180,"Riverton, WY Micro Area",0.502465191,0.554966395,0.501585746,1.559017332
310M300US40220,"Roanoke, VA Metro Area",0.504113941,0.574569419,0.453970857,1.532654217
310M300US40260,"Roanoke Rapids, NC Micro Area",0.309406639,0.469351521,0.449288074,1.228046235
310M300US40300,"Rochelle, IL Micro Area",0.520421764,0.625920037,0.442775521,1.589117321
310M300US40340,"Rochester, MN Metro Area",0.595861942,0.656823116,0.426389926,1.679074984
310M300US40380,"Rochester, NY Metro Area",0.501096575,0.573628662,0.357469433,1.432194669
310M300US40420,"Rockford, IL Metro Area",0.446720406,0.575650378,0.412736304,1.435107087
310M300US40460,"Rockingham, NC Micro Area",0.308467457,0.514927705,0.448204068,1.271599229
310M300US40540,"Rock Springs, WY Micro Area",0.599604551,0.556567745,0.479850511,1.636022807
310M300US40580,"Rocky Mount, NC Metro Area",0.383825901,0.517245675,0.413798326,1.314869902
310M300US40620,"Rolla, MO Micro Area",0.418254461,0.514662457,0.434089132,1.36700605
310M300US40660,"Rome, GA Metro Area",0.425144589,0.523640214,0.4471926,1.395977404
310M300US40700,"Roseburg, OR Micro Area",0.424977286,0.586924983,0.416409154,1.428311422
310M300US40740,"Roswell, NM Micro Area",0.412109228,0.537990019,0.409011384,1.359110631
310M300US40760,"Ruidoso, NM Micro Area",0.415058166,0.559376342,0.455374613,1.429809121
310M300US40780,"Russellville, AR Micro Area",0.408185104,0.566681838,0.443267505,1.418134448
310M300US40820,"Ruston, LA Micro Area",0.325057793,0.473879681,0.424129403,1.223066877
310M300US40860,"Rutland, VT Micro Area",0.517367602,0.591773542,0.430585915,1.539727059
310M300US40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",0.518201063,0.577966111,0.452620163,1.548787337
310M300US40940,"Safford, AZ Micro Area",0.411006061,0.557404673,0.496850752,1.465261486
310M300US40980,"Saginaw, MI Metro Area",0.420188845,0.587277238,0.247403598,1.254869681
310M300US41060,"St. Cloud, MN Metro Area",0.530297674,0.617771909,0.44220783,1.590277412
310M300US41100,"St. George, UT Metro Area",0.50776574,0.594185975,0.474326498,1.576278212
310M300US41140,"St. Joseph, MO-KS Metro Area",0.485183807,0.541199316,0.431501799,1.457884922
310M300US41180,"St. Louis, MO-IL Metro Area",0.517241368,0.578846155,0.473055337,1.56914286
310M300US41220,"St. Marys, GA Micro Area",0.499127914,0.525727843,0.438650788,1.463506546
310M300US41260,"St. Marys, PA Micro Area",0.543473654,0.577918158,0.448794705,1.570186517
310M300US41400,"Salem, OH Micro Area",0.456551114,0.599726439,0.257247711,1.313525263
310M300US41420,"Salem, OR Metro Area",0.487725927,0.584200334,0.45066383,1.522590091
310M300US41460,"Salina, KS Micro Area",0.514668544,0.575795242,0.375534501,1.465998288
310M300US41500,"Salinas, CA Metro Area",0.53700802,0.544503725,0.438421159,1.519932904
310M300US41540,"Salisbury, MD-DE Metro Area",0.506030675,0.551061615,0.383893935,1.440986225
310M300US41620,"Salt Lake City, UT Metro Area",0.582319019,0.584957558,0.52081038,1.688086958
310M300US41660,"San Angelo, TX Metro Area",0.502791845,0.553823068,0.524648716,1.581263629
310M300US41700,"San Antonio-New Braunfels, TX Metro Area",0.491968728,0.540337802,0.468023715,1.500330245
310M300US41740,"San Diego-Carlsbad, CA Metro Area",0.580988577,0.55892732,0.52579158,1.665707476
310M300US41760,"Sandpoint, ID Micro Area",0.451196805,0.563667098,0.375810993,1.390674897
310M300US41780,"Sandusky, OH Micro Area",0.503215236,0.562099233,0.314579153,1.379893623
310M300US41820,"Sanford, NC Micro Area",0.443039535,0.571227509,0.373093597,1.387360642
310M300US41860,"San Francisco-Oakland-Hayward, CA Metro Area",0.713535239,0.583725323,0.509663592,1.806924154
310M300US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",0.784049925,0.596271958,0.486831459,1.867153342
310M300US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",0.59366355,0.5841224,0.481416347,1.659202297
310M300US42100,"Santa Cruz-Watsonville, CA Metro Area",0.611946407,0.597620196,0.414958582,1.624525185
310M300US42140,"Santa Fe, NM Metro Area",0.509635835,0.578185038,0.429632873,1.517453746
310M300US42200,"Santa Maria-Santa Barbara, CA Metro Area",0.573058931,0.566576312,0.434994912,1.574630156
310M300US42220,"Santa Rosa, CA Metro Area",0.626553957,0.585109482,0.342807791,1.55447123
310M300US42300,"Sault Ste. Marie, MI Micro Area",0.41215435,0.505060845,0.360466915,1.27768211
310M300US42340,"Savannah, GA Metro Area",0.474664064,0.501418685,0.452064627,1.428147376
310M300US42380,"Sayre, PA Micro Area",0.51348445,0.57722015,0.414309425,1.505014026
310M300US42420,"Scottsbluff, NE Micro Area",0.475529968,0.567873524,0.518438871,1.561842363
310M300US42460,"Scottsboro, AL Micro Area",0.408381571,0.605526149,0.454785305,1.468693025
310M300US42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",0.466039899,0.557719633,0.449171207,1.472930739
310M300US42620,"Searcy, AR Micro Area",0.454769694,0.619966306,0.445932579,1.520668579
310M300US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",0.628492768,0.585015429,0.47136151,1.684869707
310M300US42680,"Sebastian-Vero Beach, FL Metro Area",0.434365013,0.623130329,0.484759715,1.542255058
310M300US42700,"Sebring, FL Metro Area",0.360135499,0.598444489,0.442626892,1.401206881
310M300US42740,"Sedalia, MO Micro Area",0.45537337,0.545718659,0.442596172,1.4436882
310M300US42780,"Selinsgrove, PA Micro Area",0.54565032,0.607758456,0.451722973,1.605131748
310M300US42820,"Selma, AL Micro Area",0.231459172,0.53655672,0.407166973,1.175182865
310M300US42860,"Seneca, SC Micro Area",0.427415603,0.581026476,0.463473787,1.471915866
310M300US42900,"Seneca Falls, NY Micro Area",0.514285248,0.557997127,0.329748874,1.40203125
310M300US42940,"Sevierville, TN Micro Area",0.459904217,0.494435262,0.465198609,1.419538088
310M300US42980,"Seymour, IN Micro Area",0.504411578,0.58097566,0.385619112,1.47100635
310M300US43020,"Shawano, WI Micro Area",0.497238123,0.573299809,0.452606702,1.523144634
310M300US43060,"Shawnee, OK Micro Area",0.450135587,0.540398144,0.392648654,1.383182385
310M300US43100,"Sheboygan, WI Metro Area",0.564448923,0.631431905,0.403386601,1.599267429
310M300US43140,"Shelby, NC Micro Area",0.370422509,0.550237328,0.450595011,1.371254848
310M300US43180,"Shelbyville, TN Micro Area",0.441259256,0.56130625,0.403797452,1.406362959
310M300US43220,"Shelton, WA Micro Area",0.462005858,0.5414023,0.418215423,1.421623581
310M300US43260,"Sheridan, WY Micro Area",0.582816871,0.592595762,0.498836478,1.674249111
310M300US43300,"Sherman-Denison, TX Metro Area",0.487146004,0.525843376,0.443534251,1.456523631
310M300US43320,"Show Low, AZ Micro Area",0.262892692,0.495628051,0.431479706,1.190000449
310M300US43340,"Shreveport-Bossier City, LA Metro Area",0.396496691,0.527386238,0.432093021,1.35597595
310M300US43380,"Sidney, OH Micro Area",0.551326361,0.602351925,0.284840322,1.438518608
310M300US43420,"Sierra Vista-Douglas, AZ Metro Area",0.447045782,0.566590383,0.463601358,1.477237523
310M300US43460,"Sikeston, MO Micro Area",0.432066741,0.550961549,0.463149078,1.446177369
310M300US43500,"Silver City, NM Micro Area",0.37852938,0.552035294,0.384484526,1.3150492
310M300US43580,"Sioux City, IA-NE-SD Metro Area",0.526438522,0.594452851,0.429259818,1.550151191
310M300US43620,"Sioux Falls, SD Metro Area",0.588513234,0.594897999,0.450730442,1.634141675
310M300US43660,"Snyder, TX Micro Area",0.50390891,0.53395387,0.476127558,1.513990338
310M300US43700,"Somerset, KY Micro Area",0.323068468,0.565035631,0.422231859,1.310335958
310M300US43740,"Somerset, PA Micro Area",0.477223175,0.611416972,0.409703995,1.498344143
310M300US43760,"Sonora, CA Micro Area",0.471383467,0.561776084,0.484996536,1.518156088
310M300US43780,"South Bend-Mishawaka, IN-MI Metro Area",0.460740453,0.571090501,0.337972831,1.369803785
310M300US43900,"Spartanburg, SC Metro Area",0.45761789,0.593429444,0.433522158,1.484569491
310M300US43940,"Spearfish, SD Micro Area",0.508431092,0.547849728,0.456091079,1.512371899
310M300US43980,"Spencer, IA Micro Area",0.53422999,0.588547893,0.429216959,1.551994841
310M300US44020,"Spirit Lake, IA Micro Area",0.588023969,0.568766425,0.443511358,1.600301752
310M300US44060,"Spokane-Spokane Valley, WA Metro Area",0.483135979,0.595120665,0.482806876,1.56106352
310M300US44100,"Springfield, IL Metro Area",0.50610038,0.589776038,0.412076743,1.507953162
310M300US44140,"Springfield, MA Metro Area",0.472009847,0.565427507,0.489465861,1.526903215
310M300US44180,"Springfield, MO Metro Area",0.478250196,0.564156301,0.434839691,1.477246188
310M300US44220,"Springfield, OH Metro Area",0.456786574,0.553095188,0.305615748,1.315497511
310M300US44260,"Starkville, MS Micro Area",0.305647423,0.46548337,0.421398214,1.192529007
310M300US44300,"State College, PA Metro Area",0.513731218,0.588624305,0.459816372,1.562171895
310M300US44340,"Statesboro, GA Micro Area",0.345101793,0.466618704,0.456605943,1.26832644
310M300US44420,"Staunton-Waynesboro, VA Metro Area",0.535029673,0.588095182,0.443461262,1.566586118
310M300US44460,"Steamboat Springs, CO Micro Area",0.5982877,0.584708989,0.419664688,1.602661377
310M300US44500,"Stephenville, TX Micro Area",0.426683245,0.521032262,0.396418392,1.344133899
310M300US44540,"Sterling, CO Micro Area",0.462162145,0.584713556,0.454844963,1.501720664
310M300US44580,"Sterling, IL Micro Area",0.514204535,0.606346787,0.409240427,1.529791748
310M300US44620,"Stevens Point, WI Micro Area",0.527689823,0.623106903,0.434826617,1.585623343
310M300US44660,"Stillwater, OK Micro Area",0.377609342,0.479511285,0.426215022,1.283335649
310M300US44700,"Stockton-Lodi, CA Metro Area",0.454517224,0.55484794,0.462301666,1.47166683
310M300US44740,"Storm Lake, IA Micro Area",0.505085205,0.591107394,0.454596866,1.550789465
310M300US44780,"Sturgis, MI Micro Area",0.489011117,0.582512735,0.13246741,1.203991263
310M300US44860,"Sulphur Springs, TX Micro Area",0.459597734,0.563278539,0.39319697,1.416073243
310M300US44900,"Summerville, GA Micro Area",0.343186646,0.539160711,0.434675096,1.317022454
310M300US44920,"Summit Park, UT Micro Area",0.716768752,0.553480652,0.450902262,1.721151666
310M300US44940,"Sumter, SC Metro Area",0.381175955,0.557846328,0.433216606,1.372238889
310M300US44980,"Sunbury, PA Micro Area",0.477422858,0.555816255,0.428715288,1.461954402
310M300US45000,"Susanville, CA Micro Area",0.476030412,0.513756544,0.486822601,1.476609556
310M300US45020,"Sweetwater, TX Micro Area",0.411387352,0.500083913,0.492390234,1.403861499
310M300US45060,"Syracuse, NY Metro Area",0.495627359,0.567293786,0.381383029,1.444304173
310M300US45140,"Tahlequah, OK Micro Area",0.388772075,0.485318548,0.390754183,1.264844806
310M300US45180,"Talladega-Sylacauga, AL Micro Area",0.374119281,0.599747384,0.417124917,1.390991582
310M300US45220,"Tallahassee, FL Metro Area",0.432889496,0.523847148,0.432746086,1.38948273
310M300US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",0.473489566,0.556460955,0.461628134,1.491578655
310M300US45340,"Taos, NM Micro Area",0.338805988,0.511584616,0.4171889,1.267579504
310M300US45380,"Taylorville, IL Micro Area",0.517674005,0.608172944,0.40280732,1.52865427
310M300US45460,"Terre Haute, IN Metro Area",0.455380031,0.53475935,0.401094856,1.391234237
310M300US45500,"Texarkana, TX-AR Metro Area",0.409043514,0.55450444,0.405431383,1.368979336
310M300US45520,"The Dalles, OR Micro Area",0.477735817,0.567406626,0.438293304,1.483435747
310M300US45540,"The Villages, FL Metro Area",0.527312918,0.715112841,0.455906033,1.698331792
310M300US45580,"Thomaston, GA Micro Area",0.329508515,0.558694283,0.425602582,1.31380538
310M300US45620,"Thomasville, GA Micro Area",0.377572658,0.499950786,0.459418918,1.336942362
310M300US45660,"Tiffin, OH Micro Area",0.491595406,0.573728108,0.353513907,1.418837421
310M300US45700,"Tifton, GA Micro Area",0.346362255,0.48537718,0.457540334,1.289279769
310M300US45740,"Toccoa, GA Micro Area",0.353991142,0.551890106,0.485637015,1.391518263
310M300US45780,"Toledo, OH Metro Area",0.436348538,0.54555262,0.30522015,1.287121308
310M300US45820,"Topeka, KS Metro Area",0.534033024,0.576517117,0.426895067,1.537445209
310M300US45860,"Torrington, CT Micro Area",0.593683112,0.6610079,0.452036818,1.706727831
310M300US45900,"Traverse City, MI Micro Area",0.519043447,0.620370008,0.321672031,1.461085486
310M300US45940,"Trenton, NJ Metro Area",0.539964001,0.580130899,0.466540287,1.586635187
310M300US45980,"Troy, AL Micro Area",0.314271073,0.482493553,0.434845786,1.231610413
310M300US46020,"Truckee-Grass Valley, CA Micro Area",0.528782323,0.615901147,0.496231126,1.640914596
310M300US46060,"Tucson, AZ Metro Area",0.432504125,0.541923503,0.428405475,1.402833104
310M300US46100,"Tullahoma-Manchester, TN Micro Area",0.453355241,0.576711805,0.41477335,1.444840395
310M300US46140,"Tulsa, OK Metro Area",0.486723558,0.53997597,0.433450945,1.460150473
310M300US46180,"Tupelo, MS Micro Area",0.431736221,0.539756476,0.454951063,1.426443761
310M300US46220,"Tuscaloosa, AL Metro Area",0.433109322,0.584232574,0.488763363,1.506105259
310M300US46300,"Twin Falls, ID Micro Area",0.491259811,0.573317787,0.428762776,1.493340374
310M300US46340,"Tyler, TX Metro Area",0.467770887,0.556325696,0.456827043,1.480923627
310M300US46380,"Ukiah, CA Micro Area",0.390485032,0.553704717,0.360124533,1.304314282
310M300US46460,"Union City, TN-KY Micro Area",0.372021217,0.518363782,0.429977797,1.320362796
310M300US46500,"Urbana, OH Micro Area",0.527466728,0.591717428,0.268593846,1.387778002
310M300US46520,"Urban Honolulu, HI Metro Area",0.693333669,0.545476225,0.418898253,1.657708147
310M300US46540,"Utica-Rome, NY Metro Area",0.468156644,0.554813484,0.364816231,1.387786358
310M300US46620,"Uvalde, TX Micro Area",0.418198779,0.535163656,0.459937969,1.413300404
310M300US46660,"Valdosta, GA Metro Area",0.329978869,0.489639719,0.480172391,1.29979098
310M300US46700,"Vallejo-Fairfield, CA Metro Area",0.583327934,0.558611172,0.454670828,1.596609935
310M300US46740,"Valley, AL Micro Area",0.40129871,0.550689266,0.449945129,1.401933105
310M300US46780,"Van Wert, OH Micro Area",0.516302095,0.609352378,0.394817511,1.520471983
310M300US46820,"Vermillion, SD Micro Area",0.386380386,0.504210003,0.442284096,1.332874485
310M300US46860,"Vernal, UT Micro Area",0.528645983,0.580981935,0.478929839,1.588557758
310M300US46900,"Vernon, TX Micro Area",0.460119058,0.443769223,0.435608992,1.339497273
310M300US46980,"Vicksburg, MS Micro Area",0.332544858,0.523446504,0.451717159,1.307708521
310M300US47020,"Victoria, TX Metro Area",0.496639494,0.542910394,0.460785437,1.500335325
310M300US47080,"Vidalia, GA Micro Area",0.309513762,0.529664589,0.480194144,1.319372495
310M300US47180,"Vincennes, IN Micro Area",0.483964073,0.524731577,0.389825798,1.398521448
310M300US47220,"Vineland-Bridgeton, NJ Metro Area",0.41784714,0.524616703,0.393459283,1.335923127
310M300US47240,"Vineyard Haven, MA Micro Area",0.612591962,0.555482758,0.418903235,1.586977955
310M300US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",0.542460883,0.54795147,0.401749099,1.492161452
310M300US47300,"Visalia-Porterville, CA Metro Area",0.331735087,0.562211203,0.482966026,1.376912316
310M300US47340,"Wabash, IN Micro Area",0.51873406,0.627086063,0.338867105,1.484687228
310M300US47380,"Waco, TX Metro Area",0.429631074,0.494767194,0.438556233,1.362954501
310M300US47420,"Wahpeton, ND-MN Micro Area",0.57934522,0.616764092,0.387235372,1.583344684
310M300US47460,"Walla Walla, WA Metro Area",0.477173055,0.604542348,0.424866825,1.506582228
310M300US47540,"Wapakoneta, OH Micro Area",0.588234836,0.648860766,0.278982696,1.516078298
310M300US47580,"Warner Robins, GA Metro Area",0.474590027,0.531545628,0.444194413,1.450330068
310M300US47620,"Warren, PA Micro Area",0.483468472,0.563542198,0.384212118,1.431222788
310M300US47660,"Warrensburg, MO Micro Area",0.512230969,0.551682937,0.431846555,1.495760461
310M300US47700,"Warsaw, IN Micro Area",0.550695886,0.560652867,0.429106886,1.540455639
310M300US47780,"Washington, IN Micro Area",0.494936111,0.59097492,0.34537179,1.431282821
310M300US47820,"Washington, NC Micro Area",0.378589375,0.552071382,0.376801696,1.307462453
310M300US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",0.710938781,0.600245108,0.534612196,1.845796084
310M300US47920,"Washington Court House, OH Micro Area",0.446141052,0.532322451,0.310867188,1.289330692
310M300US47940,"Waterloo-Cedar Falls, IA Metro Area",0.513912523,0.620463524,0.438827754,1.573203801
310M300US47980,"Watertown, SD Micro Area",0.548358225,0.563417207,0.461477515,1.573252947
310M300US48020,"Watertown-Fort Atkinson, WI Micro Area",0.566141847,0.624218899,0.448364622,1.638725369
310M300US48060,"Watertown-Fort Drum, NY Metro Area",0.50051704,0.488195905,0.372358475,1.36107142
310M300US48100,"Wauchula, FL Micro Area",0.35321432,0.595165176,0.439784821,1.388164317
310M300US48140,"Wausau, WI Metro Area",0.538239417,0.645207497,0.410895169,1.594342083
310M300US48180,"Waycross, GA Micro Area",0.390293429,0.518267626,0.472643019,1.381204074
310M300US48220,"Weatherford, OK Micro Area",0.504795185,0.496744239,0.383237974,1.384777398
310M300US48260,"Weirton-Steubenville, WV-OH Metro Area",0.468251437,0.566409946,0.381178888,1.41584027
310M300US48300,"Wenatchee, WA Metro Area",0.521972842,0.571877479,0.453586688,1.547437009
310M300US48460,"West Plains, MO Micro Area",0.385716045,0.569015748,0.453607706,1.408339499
310M300US48500,"West Point, MS Micro Area",0.296033613,0.556110001,0.384419228,1.236562842
310M300US48540,"Wheeling, WV-OH Metro Area",0.471265193,0.579415415,0.409966279,1.460646887
310M300US48580,"Whitewater-Elkhorn, WI Micro Area",0.514237837,0.573547895,0.443654318,1.53144005
310M300US48620,"Wichita, KS Metro Area",0.508285716,0.559023363,0.422035419,1.489344498
310M300US48660,"Wichita Falls, TX Metro Area",0.449956504,0.5205925,0.444049778,1.414598782
310M300US48700,"Williamsport, PA Metro Area",0.496611462,0.578106954,0.403904146,1.478622562
310M300US48780,"Williston, ND Micro Area",0.671463857,0.512633686,0.451708772,1.635806315
310M300US48820,"Willmar, MN Micro Area",0.546019962,0.632560713,0.431694401,1.610275076
310M300US48900,"Wilmington, NC Metro Area",0.449559416,0.544431493,0.423233557,1.417224467
310M300US48940,"Wilmington, OH Micro Area",0.46839104,0.558754297,0.301283628,1.328428965
310M300US48980,"Wilson, NC Micro Area",0.398525995,0.533628376,0.436569988,1.368724359
310M300US49020,"Winchester, VA-WV Metro Area",0.588992827,0.562687527,0.465161325,1.616841679
310M300US49080,"Winnemucca, NV Micro Area",0.599824758,0.549784245,0.511502825,1.661111828
310M300US49100,"Winona, MN Micro Area",0.498449119,0.620802836,0.405327476,1.524579431
310M300US49180,"Winston-Salem, NC Metro Area",0.440454608,0.585669136,0.464267271,1.490391015
310M300US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",0.53402161,0.631754199,0.425609145,1.591384954
310M300US49260,"Woodward, OK Micro Area",0.529117682,0.567682383,0.39810888,1.494908945
310M300US49300,"Wooster, OH Micro Area",0.525821895,0.629809742,0.344548316,1.500179953
310M300US49340,"Worcester, MA-CT Metro Area",0.551359595,0.596644923,0.459442393,1.607446912
310M300US49380,"Worthington, MN Micro Area",0.465332141,0.600354876,0.433904747,1.499591764
310M300US49420,"Yakima, WA Metro Area",0.42200637,0.560703283,0.4495613,1.432270953
310M300US49460,"Yankton, SD Micro Area",0.492820207,0.572598784,0.378424735,1.443843726
310M300US49620,"York-Hanover, PA Metro Area",0.557758229,0.612781845,0.464030654,1.634570728
310M300US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",0.446485481,0.583849249,0.382851034,1.413185765
310M300US49700,"Yuba City, CA Metro Area",0.43924489,0.561313972,0.473700799,1.474259661
310M300US49740,"Yuma, AZ Metro Area",0.384488114,0.56534616,0.41322277,1.363057044
310M300US49780,"Zanesville, OH Micro Area",0.453475528,0.576408063,0.344499525,1.374383117
310M300US49820,"Zapata, TX Micro Area",0.203537006,0.482714182,0.420995305,1.107246492
